[ XLA ] Add transfer buffer to infeed .,Automated rollback of commit UNK
script : add prediction topic into filter_planning . sh,Perception : Fix compile error
added feature infos to JSON dump ( ),Fix
Make converter handle tf . flags as a module deprecation warning,Merge pull request from UNK : Master
Merge pull request from bojidar - bg / 27575 - poolarrayexport - default,Merge pull request from bojidar - bg / UNK
Update pinverse doc for recent commit,Update docs
remove eosiocpp from eosio / eos,Merge pull request from EOSIO / UNK
Adds special support for matching StringPiece . Pulls in gtest r646 .,Merge pull request from UNK / master
Automated rollback of commit 9ca8321d68b74ce4f30756366919c80282ca2b68,Automated rollback of commit UNK
android uni error clear & more readable log,Merge pull request from UNK / UNK
"am ac8e2e15 : Merge "" Minimize method count for nanoproto . """,Merge pull request from UNK / master
Fixed error ( tnx . artpaul ) [ # METR - 23793 ] .,Dbms : Development [ # CONV - 2944 ] .
Merge : Make FastRandomContext support standard C + + 11 RNG interface,Use std : : Unique_ptr for UNK
Merge remote - tracking branch ' origin / master ' into master - next,Merge pull request from gottesmm / pr - UNK
Show filament width sensor values in LCD constantly if SD card support is not enabled .,Merge pull request from thinkyhead / UNK
[ 3fd ] Initial port of 3FD project ( ),[ UNK ] Add new port ( )
issue,Fixed test
1,Merge pull request from UNK / master
Merge pull request from tamland / fix_addons_sortorder,Merge pull request from Montellese / UNK
Add a checkpoint compatibility test for layout optimizer .,Automated rollback of commit UNK
hop_amount = > current_hop,Fix UNK
Allow scalar shapes in the Python converter API,Internal change
code format .,Fixed compile error
add basic test for custom serializer,Merge pull request from theodelrieu / feature / UNK
Merge pull request from ctiller / sigign,Merge pull request from vjpai / UNK
watchman : pull in thrift in the oss build for eden support,Merge pull request from theopolis / UNK
Allowing the FunctionBufferingResource to be passed in thread_pool_size = 0 in which case we wouldn ' t pass in a runner to the FLR : : Run call and rely on the underlying device threadpool instead .,Automated rollback of commit UNK
changed : do a backward seek when jumping to chapters .,Merge pull request from popcornmix / UNK
Merge pull request from luzpaz / misc - typos,Merge pull request from akien - mga / UNK
Support arguments in python TraceMe .,Automated rollback of commit UNK
Update AUTHORS [ ci skip ],[ Ci skip ]
Fix flaky use - after - free in udp_server,Merge pull request from UNK / UNK
Preserve order of expressions during predicates optimization ( enable_optimize_predicate_expression ),Merge pull request from ClickHouse / UNK
Fix the documentation to be consistent with the actual N step implementation .,Automated rollback of commit UNK
add simulation daily build status icon,Update README . Md ( )
Merge pull request from edwardzhou / luaLoadChunksFromZIP_supports_folder_structured_lua,Merge pull request from samuele3hu / UNK
Merge pull request from electron / style - fix,Merge pull request from deepak1556 / UNK
Merge pull request from siju - samuel : patch - 42,Automated rollback of commit UNK
Fix unary op type feedback .,Fix presubmit errors .
backup garbage collect shared_checksum tmp files,Fix race condition in UNK : : UNK ( )
Merge pull request from clayjohn / DOCS - VisualServer,Merge pull request from UNK / patch - 1
Merge pull request from gottesmm / silmode_highlight_objcprotocol,Merge pull request from gottesmm / pr - UNK
Rename CPUProfiler to ProfilerBase in Metal runtime,UNK ( ) now uses UNK
Bounds - checking for array attributes .,Merge pull request from EOSIO / UNK
+ [ test ] android playground add perf list with append tree testcase,* [ android ] add unit test
Do not change NormalizedInstruction by getInputs ( ),Remove UNK
Added OneReadAcqWait .,Added UNK .
[ addons ] add origin tracking,Merge pull request from ronie / UNK
Added regression test baselines,Added a test
Integrate FDBLibTLS into the FoundationDB build system .,Merge pull request from UNK / master
Disable CircleCI merging to master . ( ),Update . Travis . Yml
[ torque ] Add constexpr int31 equality operator,"Reland "" [ runtime ] Add UNK """
Merge pull request from Subv / log_cpu,Merge pull request from Subv / UNK
"Revert "" framework : ensure order of transmission ( ) """,Robot : Code clean .
Internal change,Merge pull request from UNK : UNK
! XO ( Audio ) Removed internal default controls from XML .,! I integrate from / / ce / main . . .
remove unused variable in HOGDescriptor : : groupRectangles ( ),Merge pull request from alalek : UNK
Use ' auto ' to avoid duplicating the type name,Merge pull request from Chocobo1 / UNK
Fix formatting in grappler / optimizers / BUILD,Automated rollback of commit UNK
Log when done building search indexes,Don ' t log errors in UNK
Fixes in collection management .,Fixed compile warning
Remove serialize_tensorboard script and TensorBoard demo - instance support .,Automated rollback of change UNK
Updated German translation from Transifex .,Updated documentation
test for date,More test
small clean - up of getting started documentation,Merge pull request from UNK / master
Merge pull request from luzpaz : misc - modules - typos - cont - 2,Merge pull request from alalek : UNK
Appveyor,Update appveyor . Yml
Removed the runtime / int filter from make style .,Merge pull request from gavinandresen / UNK
Fix OS X build error .,Merge pull request from electron / UNK
Add GetStatMetadataByType to XPlaneVisitor,Automated rollback of commit UNK
Updated formatter bench,Merge pull request from UNK / master
Merge pull request from practicalswift / mark - as - fixed,Merge pull request from practicalswift / typo - fixes - UNK
refactoring,Merge pull request from UNK / UNK
"Revert "" Use dynamic library on Linux """,Fixed typo
"Add high level join tests for processes , file , and hash",Merge pull request from facebook / UNK
Fix,Code optimization .
Update generated Python Op docs .,Update generated Python Op docs .
Reduced the code sequence for testing for object type .,Fix presubmit .
fix,Update date . Md
add \ n to another debugging dump ( ) method .,Merge pull request from xedin / rdar - UNK
Update rotate_a_linked_list_by_k_nodes . cpp,Update UNK . C
Fixing trace of a while loop operation .,Automated rollback of commit UNK
Made meta_op_t be meta_op_term_t .,Made UNK . Cc not use scoped_ptr . Hpp .
fixed,Merge pull request from UNK / master
[ Type checker ] Request member layout for a member of a finalized type .,Merge pull request from xedin / rdar - UNK
"Defines the UnorderedPointwise ( m , container ) matcher , which is like Pointwise ( m , container ) but ignores the order of the elements .",Merge pull request from UNK / master
[ CMake ] Fix SpriteKit single - platform build .,Merge pull request from gottesmm / UNK
Fix bug when Variable constructor didn ' t set the error properly,Fix UNK ( ) ( )
input / InertialScrollingHandler : remove unused variable lastPanPoint,Merge pull request from Montellese / UNK
Internalize AstRawStrings by walking the string_table_ instead of adding them to a list,[ Turbofan ] Fix UNK handling of UNK .
Merge pull request from hamishknight / out - of - the - link,Merge remote - tracking branch ' origin / master ' into master - next
Merge pull request from fhemberger / devel,Merge pull request from UNK / patch - 1
Rename schema file in the test folder .,Integrate LLVM at llvm / llvm / llvm - project / UNK / UNK
[ builtins ] don ' t pre - flatten strings for JSStringIterator,"Revert "" [ stubs ] Introduce UNK . ( Patchset id : 1 of https : / / codereview . Chromium . Org / UNK / )"
Remove two unused TH definitions of rsqrt .,Revert UNK : [ Pytorch ] [ PR ] Add UNK : : UNK ( )
Drop unneeded . js extensions,Merge pull request from UNK / master
[ vcpkg ] fix - - head flag for github - based ports,Merge pull request from UNK / patch - 1
delete unused code,Merge pull request from CocosRobot / UNK
Common / x64 : remove legacy emitter and abi ( ),Merge pull request from lioncash / UNK
Merge remote - tracking branch ' origin / master ' into master - llvm - swift5 - transition,Merge pull request from adrian - prantl / UNK
SERVER - 3986 : v8 needs to cache DBCollection objects in db object,Fix compile warning
[ stdlib ] Integers Prototype : @ transparent / @ inline ( always ),Merge pull request from UNK / UNK
use forwarding,Fixed compile warning
A few misc tweaks to - ast - dump for decls .,Merge pull request from slavapestov / fix - UNK
"Reverted "" maybe "" to "" may be "" as requested",Automated rollback of commit UNK
SERVER - 43331 Implement State Machine for Server Discovery and Monitoring Spec,SERVER - UNK Implement UNK
Merge pull request from asmorkalov : dshow_valid_check_fix,Merge pull request from alalek : UNK
Merge pull request from DougGregor / concurrency - infer - asynchandler,Merge pull request from davezarzycki / UNK
Merge pull request from juj / fix_test_response_file_on_windows,Make test more robust
* [ android ] deprecated static viewport getter and setter,* [ android ] update UNK . Java
Remove an unnecessary op - > opcode_index ( ) operation .,Merge pull request from UNK : Master
