Merge with conflicts in FeaturesResources . resx,Merge pull request from dotnet / merges / master - to - master - vs - deps
PictureBox would not draw a null image to avoid crash .,<unk>
Merge pull request from rtollert / bump - nunit - 4 . 5,[ mono - symbolicate ] Fix bug
Fix Partial Child Model Razor Bug,Merge pull request from <unk> / master
Add Activator . CreateInstance negative tests ( dotnet / corefx ),Merge pull request dotnet / corefx from stephentoub / <unk>
fix directory not found error in episode organization,Merge pull request from MediaBrowser / dev
Merge pull request from Mailaender / appveyor - make - version,Add <unk>
Add buttonTagHelper and submitTagHelper for formaction,Add <unk>
Merge in ' release / 3 . 1 ' changes,[ release / 3 . 1 ] Update dependencies from dotnet / efcore ( )
Merge pull request dotnet / corefx from JonHanna / enumerablequery_prevent_stackoverflow,Merge pull request dotnet / corefx from JonHanna / <unk>
Refreshing reference source for ValueTuple and add test for serialization ( ),Merge pull request from AlekseyTs / <unk>
Upgrade Lucene . Net package ( ),Update <unk>
update dialogs,update <unk>
Extracted method for initializing the root tree node,fix <unk>
make Dune 2000 an independent mod,Add <unk>
2009 - 01 - 13 Rodrigo Kumpera < rkumpera @ novell . com >,2009 - 01 - 13 Rodrigo Kumpera < rkumpera @ novell . com >
Rename test_sgen make target to test - sgen .,[ tests ] Disable sgen tests on CI
fix ( theme - shared ) : add HttpErrorResponse instance control to error . handler,fix ( theme - shared ) : fix error
2010 - 02 - 22 Jeffrey Stedfast < fejj @ novell . com >,2010 - 02 - 22 Dick Porter < dick @ ximian . com >
Removed extra - brace,Merge pull request from <unk> / <unk>
Adjust method comment,Add <unk> ( )
Issue : Updated fileversion of shell extensions dll,Merge remote - tracking branch ' refs / remotes / duplicati / master ' into <unk>
2009 - 09 - 25 Marek Safar < marek . safar @ gmail . com >,2009 - 09 - 25 Marek Safar < marek . safar @ gmail . com >
Preview 6,Merge pull request from <unk> / master
Updating readme links for CTP5,Merge pull request from <unk> / patch - 1
Make PatchProcessor stateless,Merge pull request from jbialobr / <unk>
Merge pull request dotnet / coreclr from bryanar / pri1testfix,Merge pull request dotnet / coreclr from BruceForstall / <unk>
Merge remote - tracking branch ' upstream / features / ioperation ' into ILocalFunctionStatement,Merge pull request from agocke / <unk>
Makefile stuff .,
don ' t create the ManualResetEvent in the constructor,Remove dead code
"Fix unwindInfo bug caused by missing alignmentPad , dump raw byes of unwindInfo and gcInfo",Cleanup <unk> ( )
HttpClient : Try decode Location header using UTF - 8 ( dotnet / corefx ),Merge pull request dotnet / corefx from geoffkizer / <unk>
Add support for clang 4 . 0 cross build,Merge pull request dotnet / core - setup from gkhanna79 / <unk>
Merge pull request from julrichkieffer / RouteInference,Add <unk>
Decrypt resources,Fix compiler error
Author updates ( ),Merge pull request from aspnet / master
Upgrade to 3 . 1 .,Remove unused namespace
CalculateJpegChannelSizes ( ),Merge pull request from carbon / <unk>
Merge pull request from dotnet / merges / master - to - features / embeddedRegex,Merge pull request from dotnet / merges / master - to - features / covariant - returns
extratorrent - cd : replace spaces with fullstops in keywords resolves,<unk> - <unk> : fix login
"Fix package . json files in Angular2Spa and AureliaSpa to have replaceable name ( not hardcoded as Angular2Spa , etc . ) . Other templates were already set up like this .",Fix <unk>
Remove a # warning in security . c which gets triggered on OS X .,[ io - layer ] Remove unused defines
Remove more XC attributes,Add <unk>
Added tests to verify response redirection handling in addition to verifying parse responses is handled correctly when it throws .,Added test for <unk>
( maint ) Fix a choco version command help typo,( maint ) formatting
Add startvs for each solution ( dotnet / extensions ),Add powershell . bat
Merge pull request from cston / Await,Merge pull request from dotnet / merges / master - to - master - vs - deps
"If de4dot fails , tell the user to send me a link to the installer",Add <unk>
2005 - 01 - 20 Sebastien Pouliot < sebastien @ ximian . com >,[ System . Security ] Add a test for <unk>
Removed check for generics on 1 . 1 runtime,Don ' t version <unk>
"Revert "" Remove unecessary calls to IsPullAll ( ) """,Merge pull request from feinstaub / <unk>
Made Application service properties gettes as protected .,Resolved
Add test coverage for score counter alignment,Add test case
Removed unnecessary variables,Merge remote - tracking branch ' upstream / master ' into <unk>
React to Authorize changes,Add <unk>
Bump System . Data . SqlClient from 4 . 4 . 0 to 4 . 6 . 0 in / tests / NLog . UnitTests,Bump System . Data . SqlClient from 4 . 4 . 0 to 4 . 6 . 0
code reuse,Merge pull request from lbargaoanu / <unk>
Build Roslyn_Preview . zip from a project,Merge remote - tracking branch ' upstream / master ' into <unk>
Revert publishing on the new pool ; There are still hard - coded VS 2015 - isms in these build definitions .,Merge pull request dotnet / corefx from weshaggard / <unk>
Starting to cleanup Settings .,Merge pull request from RussKie / <unk>
New : Make Twitter NetStandard compatible,New : Add <unk> document
2008 - 11 - 18 Zoltan Varga < vargaz @ gmail . com >,Fix typo .
Add System . SystemException derivations ( dotnet / corefx ),Merge pull request dotnet / corefx from stephentoub / <unk>
"Add check for empty string to correctly get constructors in case of name = "" * """,Merge pull request from <unk> / master
Merge pull request from dotnet / merges / dev15 . 7 . x - to - dev15 . 7 . x - vs - deps,Merge pull request from dotnet / merges / master - to - master - vs - deps
In System . Reflection :,2008 - 07 - 22 Rodrigo Kumpera < rkumpera @ novell . com >
feat : reactiveui - core / reactiveui - events now targets UWP 10 . 0 . 14393 . 0 aka anniversary edition ( ),build ( deps ) : bump FodyHelpers from 10 . 0 . 0 to 10 . 0 . 0 ( )
Add caching to the DatabaseLoaderTests . ( ),Add <unk> ( )
Upgrade NLog,Merge pull request from <unk> / master
Disable coverage status checks for project and patch ( dotnet / corefx ),Merge pull request from dotnet / merges / master - to - master - vs - deps
2005 - 03 - 08 Atsushi Enomoto < atsushi @ ximian . com >,2005 - 03 - 08 Atsushi Enomoto < atsushi @ ximian . com >
Update appveyor . yml,<unk> version
Fix Guid : : CompareTo . Fixes,Add missing copyright
Get struct timespec from < time . h > in mono / io - layer / misc - private . h,[ io - layer ] Add support for <unk>
2008 - 03 - 19 Zoltan Varga < vargaz @ gmail . com >,2007 - 11 - 17 Zoltan Varga < vargaz @ gmail . com >
Throw if we hit a duplicate .,Merge pull request from CyrusNajmabadi / <unk>
Stress tool classes,Fix <unk>
rename scopes and resources to be more generic,add <unk>
Clean up disposal of connection state ( ),Merge pull request from dotnet - maestro - bot / merge / release / 2 . 2 - to - master
Merge pull request from d2dyno / patch - 4,<unk> : drop <unk>
"Add AutoML components to build , fix issues related to that so it builds",Merge pull request from <unk> / <unk>
Issue 492 Add DualTrialQuadral missing resources so no warnings are generated,Merge pull request from <unk> / master
Add tests for commands when files are hydrated,Merge pull request from <unk> / <unk>
"Added - z to the "" diff "" commands so special chars ( e . g . ? ) are not escaped",Merge pull request from <unk> / master
First attempt at integrating C # nullable reference types into the type system .,Merge pull request from pentp / <unk>
React to EntityFramework changes and more tests,Adding <unk>
Follow - up on merge from ' features / compiler ' into ExpressionVariables,Merge pull request from dotnet / merges / master - to - master - vs - deps
Update current top - level infrastructure folders,Merge pull request from dotnet / merges / master - to - master - vs - deps
Add test covering ruleset change on difficulty icon selection,Fix tests
Merge pull request from dubeme / patch - 1,Update <unk> . cs
"TOC and topic renaming with "" feature "" removals ( )",Merge pull request from aspnet / master
Merge pull request dotnet / core - setup from dotnet - bot / UpdateDependencies20161111033222,Merge pull request dotnet / core - setup from dotnet - bot / <unk>
Fix storyboard potentially being loaded many times,Fix potential nullref
Fixed an obsolete warning in DocumentWrapper . cs,Merge pull request from <unk> / patch - 1
Merge pull request from almirvuk / feature / 1678 - read - only - entry,[ Android ] Fix <unk> ( )
"Also added border style option to ellipse , freehand , line , arrow and magnify annotation tools",Merge pull request from <unk> / master
placeholders for random values,cleanup
New test,New test .
Moved scripts to build folder,Merge pull request from <unk> / <unk>
Improve comment,Fix typo
tv - vault : add imdb search and improve season search . ( ),<unk> : fix login
Screenshot only taken from ConnectionTab area,Merge pull request from mRemoteNG / <unk>
Refactoring of EnC lambda related syntax utilities,Merge pull request from AlekseyTs / <unk>
feat ( theme - shared ) : add id input to button . component,fix ( theme - shared ) : add <unk>
2003 - 09 - 29 Martin Baulig < martin @ ximian . com >,2003 - 09 - 29 Martin Baulig < martin @ ximian . com >
Update ownership of CompilerGeneratorTools to the compiler team,Update CODEOWNERS
Merge pull request from reaperrr / move - icon,Merge pull request from abcdefg30 / <unk>
Resolved pathing in unit tests . Tests are now valid for those running Mono on * nix systems .,Merge pull request from <unk> / master
