bpo - 39763 : distutils . spawn now uses subprocess ( GH - 18743 ),Merged revisions UNK via svnmerge from
Issue : Remove declarations of nonexistent private variables .,Merged revisions UNK via svnmerge from
New liffylights release improves device detection,Merge pull request from stefan - jonasson / UNK
docs : Move LDAP documentation out of plug - and - play section .,Docs : Fix typos .
Issue : Use specific asserts in distutils tests .,Merged revisions UNK via svnmerge from
nagios : Add lb0 to our host configuration .,Puppet : Add UNK to puppet .
fix indentation issue,Merge pull request from UNK / patch - 1
provision : Fix Docker development environment unicode issues .,Merge pull request from UNK / patch - 1
Merge pull request from bokeh / bryanv / 6130_line_width_hit_test,Fix up after UNK change
QuickTime support ( not yet functional ),Initial revision
Run all tests when no last successful commit .,Fix ansible - test typo .
Issue : whitespace,Merge with 3 . 4
Basix XML / HTML pretty - printing in flow viewer .,Move UNK to its own method
Add MLP to what ' s new,Update what ' s new
[ MRG + 1 ] ColumnTransformer : store evaluated function column specifier during fit ( ),Merge pull request from UNK / UNK
Issue : Fix several problems with OS X universal build support :,Merged revisions UNK via svnmerge from
DOC : SQL to pandas comparison ( ),Merge pull request from jreback / UNK
pdf : Defer writing annotations until after pages .,Merge pull request from meeseeksmachine / auto - backport - of - pr - UNK - on - v3 . 1 . X
Add grid rcnn benchmark ( ),Fix ( )
minor documentation fixes,Native YAML - cloud / UNK ( )
test - backend : Raise zerver / views / auth . py test coverage to 100 % .,Zerver / tests : Use python 3 syntax for typing .
ENH Adds n_features_in_ checking in kernel_ * ( ),Merge pull request from amueller / UNK
Merge remote - tracking branch ' naglis / wistia ',[ Generic ] Add support for UNK . Com ( )
DOC Fix doc of defaults in _label . py ( ),Merge pull request from amueller / UNK
Make clicking on a personals user narrow to the conversation with that user .,Rename UNK to UNK
Use common strings for roku config flow ( ),Use common strings for UNK config flow ( )
Merge pull request from marcelm / fix - fouc,Merge pull request from meeseeksmachine / auto - backport - of - pr - UNK - on - v3 . 2 . X
"Oops . Of course , print b should also be print ` b ` . : - (",Merged revisions UNK via svnmerge from
MAINT : shuffle the complex expression checks,Merge pull request from quantopian / UNK
Add missing version_added ( ),Add support for UNK ( )
added __all__ lists to a number of Python modules,Merged revisions UNK via svnmerge from
Remove conflict markers from CHANGELOG .,Merged revisions UNK - UNK via svnmerge from
rename ipythonqt to qtconsoleapp,Merge pull request from minrk / UNK
exec ( ) doesn ' t take a file object anymore,Fix typo
