Merge with conflicts in FeaturesResources . resx,Merge remote - tracking branch ' origin / master '
PictureBox would not draw a null image to avoid crash .,* ScrollableControl . cs : Refactored the Recalculate method a
Merge pull request from rtollert / bump - nunit - 4 . 5,Nunit and Mono . Cairo are no longer in the 1 . 0 dirs
Fix Partial Child Model Razor Bug,Fix mult - threading and encoding issues in RazorFormat
Add Activator . CreateInstance negative tests ( dotnet / corefx ),In System :
fix directory not found error in episode organization,add more methods to file system interface
Merge pull request from Mailaender / appveyor - make - version,Merge pull request from obrakmann / make - docs - with - version
Add buttonTagHelper and submitTagHelper for formaction,Add buttonTagHelper and submitTagHelper for formaction
Merge in ' release / 3 . 1 ' changes,[ release / 3 . 1 ] Update dependencies from 2 repositories ( )
Merge pull request dotnet / corefx from JonHanna / enumerablequery_prevent_stackoverflow,Prevent stack overflow from EnumerableQuery of null enumerable
Refreshing reference source for ValueTuple and add test for serialization ( ),Update tuples and deconstruction specs with quickstart / install steps ( )
Upgrade Lucene . Net package ( ),Upgrade Lucene . Net to beta 8 ( )
update dialogs,update connect entry point
Extracted method for initializing the root tree node,Removed redundant code
make Dune 2000 an independent mod,Merge pull request from pchote / misc - ui - polish
2009 - 01 - 13 Rodrigo Kumpera < rkumpera @ novell . com >,2009 - 01 - 13 Rodrigo Kumpera < rkumpera @ novell . com >
Rename test_sgen make target to test - sgen .,Rename test_sgen make target to test - sgen .
fix ( theme - shared ) : add HttpErrorResponse instance control to error . handler,Merge pull request from abpframework / fix / login - error - title
2010 - 02 - 22 Jeffrey Stedfast < fejj @ novell . com >,2010 - 02 - 22 Jeffrey Stedfast < fejj @ novell . com >
Removed extra - brace,Fix : Removed wrong increment
Adjust method comment,Remove XML documentation for unmatched parameters .
Issue : Updated fileversion of shell extensions dll,SshAskPass version updated
2009 - 09 - 25 Marek Safar < marek . safar @ gmail . com >,2009 - 09 - 22 Marek Safar < marek . safar @ gmail . com >
Preview 6,Fix LF in . / aspnetcore / mvc / views / razor / sample / Views / Home / Contact . cshtml ( )
Updating readme links for CTP5,Updating readme links for CTP 5 Part 2
Make PatchProcessor stateless,Patch EOL is LF
Merge pull request dotnet / coreclr from bryanar / pri1testfix,"Don ' t run finalizers on shutdown , provide Unloading event"
Merge remote - tracking branch ' upstream / features / ioperation ' into ILocalFunctionStatement,fixed merge conflict
Makefile stuff .,Add new tests
don ' t create the ManualResetEvent in the constructor,2003 - 07 - 18 Andreas Nahr < ClassDevelopment @ A - SoftTech . com >
